,review_comment_message,review_score,sentimento
51390,"Chamei até 2 pessoas da área e não conseguimos fazer funcionar. Só funcionou no ifone!! Nos andróides não funciona. Vou devolver para a loja vender para outro desavisado. Manual em inglês, site chines",1,negativo
51400,Muito bom,5,positivo
51410,"Ótimo produto, entrega antes do prazo",5,positivo
51412,muito bom parabem ,5,positivo
51416,"produto veio correto,talvez avaliarem melhor o frete, pois, foi mais caro que pra trazer o próprio telefone",4,positivo
51417,show de bola rapido e bom o produto,5,positivo
51418,"Já fiz várias compras e jamais tive problemas, considero o trabalho do site excelente.",5,positivo
51419,"fiz o pedido de 2 joico treatament balm moisture recovery mascara 250 ml, mas so recebi 1 no dia 4 de janeiro quero saber como fica o outro pois o valor ja foi cobrado e descontado em minha fatura ob",1,negativo
51420,"A principio a gente recebe o produto num saquinho plástico super amarrado e cheio de fita adesiva, e assim que ele vem. Péssimo ",2,negativo
51421,"muito bom
",5,positivo
51422,O produto está com defeito e estou aguardando a loja entrar em contato comigo este tempo todo e até hoje nada...,1,negativo
51424,Ótimo produto e entrega rápida antes do prazo,5,positivo
51426,perfeito. original. chegou bem antes do previsto. excelente.,5,positivo
51429,"Recebi Antes do Prazo, é a Terceira Compra que Faço, e Sempre Recebo Antes e sempre o Produto Correto",5,positivo
51433,Produto ótimo e chegou antes do prazo,5,positivo
51435,Quero meu produto se não vou entrar com processo falta de respeito ,1,negativo
51436,super recomendado.,5,positivo
51441,Não tive a oportunidade de usar .. espero que esteja tudo certo... ,1,negativo
51442,Eu não recebi minha apostika e fui nos correios e ela não estava lah tambem,2,negativo
51443,"O fornecedor é confiavel e recebi meu produto conforme prometido, sòmente o período de espera para o recebimento foi longo, mas não comprometeu a confiança do cliente.",4,positivo
51444,Nao recebi a base do bebe conforto por que? Eu preciso comprei completo e para presente de cha de bebe. Aguardo retorno urgente. ,1,negativo
51455,A entrega foi muito antes do prazo o produto veio muito bem embalado e de ótima qualidade recomendo a todos.,5,positivo
51457,Houve algum problema na entrega e o produto não chegou.,1,negativo
51459,"Produtos entregues no prazo, excelente qualidade",5,positivo
51466,"Chegou bem antes do Prazo...fiz a compra de dois produtos e apesar do outro ainda não tem chegado, o estojo chegou muito rapido e estou satisfeito com a compra",4,positivo
51471,"Cor completamente diferente do pedido. Diz que é roxo, mas é azul.",1,negativo
51474,Parece bom,4,positivo
51475,"Site seguro,eu recomendo para os colegas que realmente estejam interessado em fazer a sua compra neste site.",5,positivo
51476,Deu tudo certo.,5,positivo
51481,Ainda não recebi o pedido e ti enviando enail e ninguém me responde ,2,negativo
51482,Adorei ótimo produto,5,positivo
51487,Loja recomenda ,5,positivo
51488,"fiz pedido 19/06, há 32 dias, no dia, em 31/05 uma moça Liliane, mandou zap dizendo que o produto caminhão que foi assaltado e em 15 d me entregaria outro e nd dia 17/06 zap e trocou produto e nd ain",1,negativo
51489,"Foi entregue antes do prazo, chegou tudo certinho. Recomendo!",4,positivo
51494,produto chegou antes do prazo e em perfeitas condições!,5,positivo
51497,A entrega foi feita de forma rápida e deu para acompanhar direitinho o trajeto. O único pequeno problema que a caixa chegou amaçada mas sem danificar o produto.,4,positivo
51499,Não recebi meu produto,1,negativo
51500,Ótimo produto e foi entregue dentro do prazo,5,positivo
51506,Eu comprei pensando que era uma cama e veio uma capa de colchão fiquei muito teiste e não tem comi devolver não e pra mim e para um senhonha de 74 anos acamada assim que vc que fez a propagandaso pens,1,negativo
51508,Bom,5,positivo
51512,Rápido e eficaz,5,positivo
51516,otimo,4,positivo
51518,"a Pelicula chegou quebrada, sem condições de uso",2,negativo
51521,Muito bom,5,positivo
51522,Comprei para o meu sublinho e ele aprovou diz que tá tudo correto.,5,positivo
51532, Neste pedido veio faltando o jogo de lençóis conforme email enviado em 13.12.2017,1,negativo
51533,Produto foi entregue em perfeito estado e antes do prazo; Obrigado!,5,positivo
51535,Produto entregue dentro do prazo combinado e correto. Recomendo.,5,positivo
51538,"Super recomendo, chegou super rápido. ",5,positivo
51539,Não lembra em nada um cobre leito. É na verdade um lençol com tecido mais grosso e áspero. Já solicitei devolução ,1,negativo
51540,Produto chegou antes do prazo,5,positivo
51542,"Só queria trocar a máscara,pois eu comprei errado.",5,positivo
51543,"Parabéns ao stark, produto entregue bem antes do prazo previsto, estou muito satisfeito.",5,positivo
51548,Uma das melhores loja online.,5,positivo
51549,Não chegou no prazo e não recebi até hj,1,negativo
51553,Eu tinha pedido o cancelamento mais não precisa cancelar obrigada,5,positivo
51555,NÃO RECEBI NEMHUM INFORME ATÉ O MOMENTO !!!! ,1,negativo
51558,Empresa Muito boa ,5,positivo
51560,Comprei como srmpre faço. Porém dessa vez o produto ficou retido no correio de outro município e não entre em casa como de costume.,1,negativo
51567,"foi muito satisfatório , produto chegou no prazo 
",4,positivo
51568,"Pela primeira vez q comprei gostei muito,,,,, agora só falta chegar a cinta modeladora q comprei no mesmo dia das outras compras",5,positivo
51571,"Produto enviado diferente da aquisição. Fiz devolução, estou aguardando retorno.",1,negativo
51572,O produto é de ótima qualidade! A entrega foi antes do prazo... Recomendo!,5,positivo
51573,otimo,5,positivo
51576,OTIMO E LINDO,5,positivo
51577,Comprei 2 bonecos desse de pelúcia e entregaram 1.,1,negativo
51579,"o produto veio correto porem faltou o manual de instruções, entrei em contato com a empresa porem não obtive resposta, o equipamento esta parado pois não tenho referencias de como usalo!",1,negativo
51583,Chegou dentro do prazo. Ficou um pouco menor nada tão significativo. Estou satisfeito com a compra,4,positivo
51585,"PEDIDO ENTREGUE NO PRAZO, ATENDIMENTO BOM.",5,positivo
51587,Recomendo essa loja,4,positivo
51588,"Produto diferente do anunciado.
Muita dificuldade para devolver, o site nao entra em contato e nem responde minhas reclamações. Não recomendo!!!",1,negativo
51591,Perfeito!,5,positivo
51594,Entrega rápida. Ionizador muito bom. Estou respirando melhor com ele. Recomendo.,5,positivo
51599,"Confesso que tinha medo de fazer compras pelo stark, estou Satisfeita, recomendarei o site stark para todos os amigos ... PARABÉNS ",5,positivo
51600,"Incrível que pela primeira vez que demora pra entrega de uma compra minha, porém acredito que tem uma razão, eu ainda não recebi esta compra.",5,positivo
51601,lindo,5,positivo
51602,"Produto de qualidade, entrega no prazo. Recomendo!",5,positivo
51603,O produto é muito bom.,5,positivo
51604,"Muito desagradável receber dois produtos IGUAIS SEPARADAMENTE, e em dias diferentes sem NOTA FISCAL!
GERA INSATISFAÇÃO.",4,positivo
51607,Muito bom,5,positivo
51608,Do jeito que eu imaginava.... lindas toalhas,5,positivo
51612,"Fizeram contato comigo, mas não teve solução. Foi postado mas não chegou e não mandaram outro...",1,negativo
51623,Os pincéis são lindos!!!!!!,5,positivo
51626,"Produto chegou bem antes do prazo. Não tive problemas. Estava em dúvida com relação a qualidade do móvel, mas não tenho o que reclamar. Recomendo.",5,positivo
51629,"Enviaram o produto errado já fiz reclamação no site pois ate agora não consegui um telefone para fazer contato, um absurdo falta de respeito, vou entrar na justiça",1,negativo
51631,Além de muito bem feita a manta me surpreendeu pelo acabamento e material gostei bastante produto de qualidade muito bonita.,5,positivo
51632,Entrega antes do prazo. Excelente.,5,positivo
51634,"Produto de qualidade que esperava, bom. ",5,positivo
51635,"excelente serviço
",5,positivo
51637,Excelente produto!,5,positivo
51642,foi muito bom fiquei feliz com o produto valeu,5,positivo
51643,"Foi feito estorno do produto , mas demora muito grande pra resolver o problema, mas resolvido",2,negativo
51645,Produto nao chegou ,1,negativo
51647,"Muito bom,super indico,entrega muito rápida parabéns. ",5,positivo
51648,"produto entregue tudo cetinho.
parabens lojas lannister",5,positivo
51650,É uma logística dinâmica que cumpre com suas responsabilidades ,5,positivo
51654,"entrega super rapida, produtos lindos, parabens!",5,positivo
51656,Recebi só o colorido.,1,negativo
51658,Adorei chegou no tempo previsto obrigada ,5,positivo
51661,Produto não chegou em minha residência ,1,negativo
51664,Ótimo ,5,positivo
51665,"Recebemos quase 1 mês antes da previsão , produto muito em conta! !! Recomendo!!!",4,positivo
51668,O fichário que eu comprei veio bem rápido e estava muito bem embalado. ,5,positivo
51670, o produto não tem nada a ver com a cor que eu pedi e ficou pequena no tanque da moto,1,negativo
51673,"O produto é lindo, fiquei encantada. Parece roseira de verdade. So nao gostei pq no anuncio o preço era de quase 600,00 e estava na promoção por 172,00. Achei q teria led kkk",1,negativo
51675,entregue antes do previsto muito sastisfeito,4,positivo
51678,Funcionando perfeitamente.,5,positivo
51683,Faltou 1 produto.,1,negativo
51687,Tudo ok,5,positivo
51688,Chegou bem rapido tudo d bom!,5,positivo
51690,Adorooo,5,positivo
51693,"Até hoje, 17/05/2018 ainda não recebi o produto, não consta nem a chegada a minha cidade. O pedido foi feito em 02/04/2018",1,negativo
51694,Bom,4,positivo
51695,"Pedido cancelado unilateralmente pela Lojas lannister, sem dar satisfação.",2,negativo
51697,"Se não se tem o produto, informe no site para que você comprador não perca o seu tempo!!!",1,negativo
51699,Comprei dois conjuntos de 30 cabides mas recebi apenas um. Aguardo contato referente ao segundo conjunto. Obrigada.,2,negativo
51700,"Fantástica cafeteira e excelente café! Chegou dentro do prazo, sem avarias. Ótimos produtos!",5,positivo
51703,"O produto chegou antes do prazo. Achei que seria melhor,na foto é diferente, é bonito. O que recebi é bem simples a cor é outra.",2,negativo
51706,"Em 24/8 recebi email do marketplace stark informando que ""o lojista não poderá atender ao pedido pois não há estoque disponível e realizariam o cancelamento e reembolso"", o que ainda não ocorreu.",2,negativo
51708,"A compra foi de 2 produtos e até o momento apenas 1 dos chegou na minha residencia dia 18/12, estou aguardando um retorno sobre o outro pois na nota fiscal esta constando 2 produtos.",1,negativo
51710,"Produto com qualidade, recomendo.",5,positivo
51713,"entrega super rápida , produto de ótima qualidade ",5,positivo
51715,"Encomendei 3 lustres, primeiro chegou um, dois dias depois chegou o segundo e o terceiro nunca chegou. ",1,negativo
51717,vocês estão de parabens!!!,5,positivo
51718,Ótimo produto ,5,positivo
51719,"Eu efetuei a compra, no da 08/03, e ainda não recebi o produto.",1,negativo
51720,Ótimo produto e ótima loja,5,positivo
51722,Ótimo produto entrega antes do prazo tudo ok ,5,positivo
51739,"Comprei 2 araras de roupas no dia 18/03 , no entanto no dia 04/04 recebi apenas 1 . Mas na nota estão me cobrando pelas duas. ",1,negativo
51740,"Produto bom, recomendo com certeza",4,positivo
51741,"Amei o produto super recomendo
",5,positivo
51744,DEMOROU MUIIITOOOOOOOO PRA CHEGAR O PRODUTO,1,negativo
51745,Loja excelente mas produto com defeito! Aguardo troca!,2,negativo
51746,"Tudo ok,só que o produto é bem menor do que parecia na foto",5,positivo
51747,Produto chegou em ótimo estado ,5,positivo
51754,"O produto é bom,só a entrega que demorou",1,negativo
51756,"Ótimo vendedor, recebi o produto no prazo combinado. 
Ótimo produto .",5,positivo
51762,"recebi o produto dentro do prazo,recomendo.",4,positivo
51766,"Material de qualidade e produto prático, só deixa a desejar por ser uma espécie de manta a ser colocada sobre o sofá -- não tem encaixes nem amarrações que deixem a capa firme no móvel.",4,positivo
51767,Bom atendimento.,5,positivo
51769,Melhor tempo de entrega. Produto de excelente qualidade. Supera as expectativas.,5,positivo
51772,"Produto de qualidade, por ótimo preço e entregue conforme combinado.",5,positivo
51773,Tudo de bom ,5,positivo
51774,O produto veio faltado o controle da luz de led,1,negativo
51775,"Foram compradas 2 cadeiras, porém entregue somente uma. O vendedor ficou de verificar e não retornou.",2,negativo
51777,"FAVOR VERIFICAR QUE MINHA ENTREGA NAO VEIO CORRETA...
ERA 2 PROTETOR DE COLUNA 
1 MANTA..
POREM NAO RECEBEMOS A MANTA, SOMENTE OS PROTETOR DE COLUNA",5,positivo
51778,Cumpriu o prometido.,5,positivo
51779,"Minha primeira compra online , tive uma boa experiência .",4,positivo
51780,excelente...produto e atendimento,5,positivo
51784,Muita demora para a entrega do produto,1,negativo
51796,"Veio tudo certinho, eu super recomendo esse produto.chegou antes do previsto.
",5,positivo
51797,"minha mercadoria viajou o Brasil todo antes de chegar, mas não atrasou então ta OK

Varginha-rio-BH-varginha-BH essa foi a rota =)",5,positivo
51798,"Achei o material muito frágil, esperava melhor qualidade do produto.
Comprei recentemente um produto similar que motivou esta compra, mas infelizmente não foi o que eu esperava.
 ",4,positivo
51799,Tanto on line como na loja vale a pena,5,positivo
51804,CHEGOU NO PRAZO E ERA O PRODUTO QUE EU QUERIA.,5,positivo
51806,"produto como indicado, chegou antes do prazo. ",4,positivo
51808,Acho que vcs tinha que manda o que ta no anunçio .,1,negativo
51815,"muita demora para enviar um produto, demorou muito para tirar uma simples nota fiscal e enviar o produto que inclusive não chegou !",1,negativo
51816,O produto chegou em perfeito estado e no prazo correto,5,positivo
51817,Essa máscara simplesmente faz milagres. ,4,positivo
51819,Produto entregue com rapidez e qualidade,5,positivo
51820,Eu gostei e recomendaria ,5,positivo
51825,"Fiquei surpreso, entregou mais cedo do que eu esperava, chegou no dia 18/07/2017 em vez no dia 03/08/2017.",5,positivo
51827,período muito longo para a entrega.,1,negativo
51829,"A equipe esta de parabéns ,preços bom, entrega rápida produto de qualidade .
Recomendo e aprovo.",5,positivo
51834,"Firma não cumpre o prometido, pagamento foi feito à vista até agora não recebi o produto.",1,negativo
51836,Site da lannister.com é muito bom nao tenho do que reclamar pois meu filhs tem 11 anos e desde de pequeno eu compro pelo site DVD infantis Brinquedos Fraldas .,4,positivo
51842,"É do jeito que está na descrição, estou satisfeita, um ótimo produto e custo beneficio. Indico muito. ",5,positivo
51845,"Muita demora para a entrega, fora do prazo que foi discriminado no ato da compra, fui rastrear o pedido e consta como entregue as 23:15 do dia 11/05, não recebi nada até o momento! End hor comercial.",1,negativo
51846,produto entre ates do prazo,5,positivo
51850,"COMPREI DOIS E RECEBI APENAS 1, SEGUNDO O ATENDENTE A SEGUNDA ESTAR PARA CHEGAR ATÉ AGORA NÃO RECEBI NENHUM RASTREAMENTO DA SEGUNDA GRELHA",1,negativo
51852,"Super recomento, chegou todo embalado e muito antes do prazo estipulado.",4,positivo
51853,bom recomendo 👍👍,5,positivo
51854,"Recomendo, produto de boa qualidade e chegou no prazo.
Era o esperado.",5,positivo
51855,Ótimo. entrega dentro do prazo..,4,positivo
51859,Recomendo! Entrega antes do prazo e muito bem embalado!!,5,positivo
51862,Gostei muito. Muito útil na cozinha!,5,positivo
51863,Amei produto,5,positivo
51865,"comprei 2 produtos so veio 1 , falta de respeito com o cliente ",1,negativo
51866,"insatisfeita, fiz cinco compras, quatro foram entregues conforme combinado, somente deste vendedor não.",1,negativo
51868,Adoreiii8,5,positivo
51873,"Boa noite, quando liguei a peça na tomada estragou aos 10 minutos.

Aguardo solução 

Att",2,negativo
51874,"Solicitei a troca do produto, e ainda não tive resposta.",1,negativo
51878,"Prático e fácil de usar, além de fácil de lavar. Recomendo. ",4,positivo
51885,TUDO CERTO COMO SEMPRE DAS lannister.COM,4,positivo
51886,"Gostaria de saber o motivo do NÃO recebimento do produto, visto que fiz uma compra com 4 (quatro) produtos, sendo que três recebi e o controle NÃO.",1,negativo
51887,recebi bem antes do prazo. Tudo como esperava.,5,positivo
51888,Esperei quase 3 semanas pra receber um adaptador e ele chegar com defeito... Estou muuuito frustrado!!!,1,negativo
51890,"Produto perfeito entregue antes mesmo do prazo estipulado, obrigada",5,positivo
51892,"Valeu a pena
Mas os cobre leitos um de solteiro e um de casal Queen veio errado.
Eu exijo a troca urgente.
Não quero problemas nem pra mim nem pra vcs, mas for necessário vou até onde me couber. C",5,positivo
51894,Nunca mais comprarei a essa empresa . E as lannister também perderam um cliente.,1,negativo
51897,Comprei 2 produtos no mesmo pedido com os srs 1 chegou falta mais 1 .Fiquei surpreso em ver à nota fiscal com um único produto já que jogar pedido tem 2 .,5,positivo
51898,"O produto chegou antes do prazo estimado, muito bem embalado e apresentado. ",5,positivo
51899,"A loja mandou foi o produto Saia Box para Cama Casal King Perola com Lese Tecido Microfibra - Branco, e não a Saia Para Cama Box Casal King Perolla que esta para ser enviado ainda. estou aguardando.",2,negativo
51905,corrente muito bonita,5,positivo
51906,Ainda não recebi mas tudo que compro na lannister. Foi feito a entrega com susseco ,5,positivo
51907,"Produto de ótima qualidade, ótimo acabamento e é lindíssimo, recebi antes do prazo é irei comprar a segunda peça! Está aprovado!",5,positivo
51909,Ainda aguardando a entrega do produto ,1,negativo
51910,otimo,5,positivo
51911,Material ótimo ,5,positivo
51919,O produto atendeu as expectativas.,4,positivo
51920,Recebi o produto correto e antes do prazo.,4,positivo
51921,Tudo perfeito celular maravilhoso super recomendo tudo! Loja super correta também recomendo muito!,5,positivo
51922,Muito bom o produto. Cumpre o que promete.,5,positivo
51923,"Não prestei atenção no anuncio, não gostei do material, sinceramente não compraria novamente.",2,negativo
51924,Entregaram somente 1 das quatro cadeiras depois do prazo estabelecido ,1,negativo
51927,Frete muito caro...,5,positivo
51928,Recomendo entrega rápido produto de qualidade!,5,positivo
51933,Recomendo essa loja. Nunca tive problema algum,4,positivo
51934,"recebi o produto 14 dias antes do prazo estimado, ÓTIMO",4,positivo
51939,Adorei o produto e a entrega foi rápida.,5,positivo
51940,Esse parceiro e muito lerdo se eu não fisesse reclamação td dia o produto não tinha chegado a tempo para o dia das crianças ,1,negativo
51941,ótimo produto,5,positivo
51942,"Rapidez para efetuar a compra, porém prazo expirou e não recebi meu produto.
Desrespeito como o consumidor!",1,negativo
51944,Não recebi ainda ,1,negativo
51945,"Comprei o produto e quando chegou veio na cor rosa, ao invez da cor vermelha como na foto... Pedi o cancelamento do produto ja tem mais de 1 mes e ate agora nada do reembolso... muito demorado",1,negativo
51951,Gostei muito entregar rápida,5,positivo
51952,"No anuncio diz que é isolado ,mas na verdade é 100% whey. Comprei enganado.!!!",1,negativo
51956,"O bebê conforto chegou,porém a Base não chegou.",2,negativo
51957,"E MUITO BOM COMPRA COM CONFIANÇA PARABÉNS A TODA EQUIPE QUE ME ATENDEU MUITO OBRIGADO PELA TENÇÃO 
Desejo A TOTOS UM FELIZ NOTAU NOTA 10",5,positivo
51958,"Entrega antes do prazo, produto correto, ótima qualidade.",5,positivo
51961,Problema no sistema de Correios por conta da greve ,5,positivo
51962,Chegou certo e dentro do prazo. O enfeite é muito bem feito.,5,positivo
51963,"Perfeito, produto entregue antes do combinado.",5,positivo
51965,o carrinho veio com defeito.,1,negativo
51966,Ja enviei varios emails reclamando sobre a entrega do produto e n me respondem,1,negativo
51968,Excelente meu esposo amo ,5,positivo
51971,"Ótimo produto, valeu a pena.",4,positivo
51972,até o momento não recebemos os produtos ,1,negativo
51974,"eu comprei as bacias e achei que era as bacias grandes e vieram pequenas eu nao gostei
eu queria os jogos de bacias grandes ate a pequena acredito que e as la cusine
",5,positivo
51975,"Loja recomendada, produto era como anunciado e a entrega foi bem rápida.",5,positivo
51986,Produto conforme anunciado. Recomendo.,5,positivo
51988,Eu gosto sempre de.comprar na lannister ,5,positivo
51990,Entrega rapida e eficiente,4,positivo
51992,Fiquei muito satisfeita com as mercadorias recebidas.,5,positivo
51997,Maravilhosa veio do jeito q queria!,5,positivo
52001,Adorei meu produto e obtive uma ótima entrega.,5,positivo
52005,"Entrega rápida e antes do prazo. 
Excelente! ",5,positivo
52006,Chegou correto. Vou instalar para testar agora!,5,positivo
52007,Pedido entregue antes do previsto.,5,positivo
52012,Um absurdo esse atraso,1,negativo
52015,Maravilhoso!,5,positivo
52025,"Produto de boa qualidade, entregue no prazo combinado.",5,positivo
52029,"Bom dia, ja fiz duas reclamações e ainda nao fui respondida, recebi no dia 13/09 2 kits, nao foram entregues os 6 kits que comprei. O pedido veio incompleto. Preciso desses kits ate dia 25/09.",1,negativo
52031,Eu quero o meu produto. Eu paguei. E nao recebi. ,1,negativo
52033,Produto correto... recebi antes do prazo informado. Parabéns ,5,positivo
52035,Chegou antes do prazo informado.Isso demonstra confiança no vendedor,5,positivo
52036,"Frete muito alto hahah, mas chegou bem antes do esperado ",5,positivo
52040,Produto mal acabado,2,negativo
52043,Achei o atendimento da vendedora da lannister.com pelo telefone muito bom. Mas gostaria de sugerir que o produto adquirido com pagamento à vista tenha um desconto em seu preço.,4,positivo
52050,"Bom dia não recebi o produto correto, no site selecionei um produto e venho outro.",2,negativo
52051,"péssimo serviço de atendimento para resolver problemas, venho passando por um via crúcis para receber uma informação. e agora para cancelar a venda",1,negativo
52056,"TUDO FOI DENTRO DO ESPERADO. 
RECOMENDO COM PUNHOS HERCÚLEOS A TODOS OS CLIENTES DAS lannister.COM",5,positivo
52057,nao recebi minha compra,1,negativo
52058,Mais uma vez o atendimento da stark foi excelente.,5,positivo
52060,Produtos entregues corretamente e sem problemas.,4,positivo
52063,Produto veio certo.,5,positivo
52064,"O produto foi comprado a quase um mês e ainda não foi entregue.As compras anteriores realizadas pelo site foram entregues em uma semana. Apesar da demora nessa entrega, recomendo o site.",5,positivo
52065,produto otimo,5,positivo
52066,O produto não foi entregue na data previsto e quando vc liga pra mais informação os telefones estão sempre congestionados e quando funciona esta sem sistema,2,negativo
52067,"Eu gostei de tudo.Continue trabalhando com dedicação,atenção e zelo.",5,positivo
52070,Chegou antes do prazo,5,positivo
52071,Veio procuro diferente por isso estou cancelando e pedindo devolução do dinheiro ,1,negativo
52077,Foi solucionado o cancelamento do produto e o mesmo me foi entregue. Já tentei entrar em contato para recebimento do código de envio. Mais não obtive resposta.,1,negativo
52082,tudo joia,5,positivo
52083,Produto de qualidade!,5,positivo
52085,bom,5,positivo
52086,Amei,5,positivo
52089,Foi entregue no último dia. Poderia ser antes ?,5,positivo
52097,"Uma loja segura e responsável, recomendo pois são muito organizado e preocupado com a satisfação do cliente.",5,positivo
52098,Produto chegou antes do prazo!,5,positivo
52100,"entrega muito rápida, antes do prazo estipulado",5,positivo
52101,"Produto bom,entrega em tempo menor que o prazo pedi no fds e chegou na outra semana,menos de uma semana para entregar...recomendo",5,positivo
52102,"Mesmo com todo o descritivo correto, o produto enviando estava incorreto gerando problemas de devolução e novo recebimento alem de aumentar mais ainda o prazo de entrega.",1,negativo
52103,"Não recebi o produto, já faz 21 dias que comprei, agora apareceu na compra que o pedido foi cancelado, mas não cancelei nada e já paguei a primeira parcela. Exijo respeito até porque é um brinquedo ",1,negativo
52104,"Chegou bem antes da data, satisfeita",4,positivo
52105,"Fui retirar o produto no correio, pois não entregam onde eu moro. E chegou em outra cor , chegou em perfeito estado .
",4,positivo
52108,"Quase tudo perfeito..
Apesar de entregue no prazo, o prazo dado poderia ser mais curto.",4,positivo
52109,"Fácil, rápido e eficiente! Foi entregue bem antes do previsto.",5,positivo
52110,Melhor do que o esperado,5,positivo
52112,"Perfeita a entrega.
Comprarei mais vezes.",5,positivo
52115,"Acabamento bom, desenho bonito, material de qualidade ",5,positivo
52116,Gostei dos produtos e do prazo de entrega,5,positivo
52119,"Ainda estou avaliando a qualidade do produto 
pois nao conhecia o mesmo.",4,positivo
52120,"avaliei como recebido a mercadoria, porém, não abri ainda para ver se está correta e sem defeitos, pois, estou em viagem e foi entregue na empresa. Creio que deve estar tudo certo conforme o pedido. ",4,positivo
52124,Amei! Super recomendo ,5,positivo
52127,"Comprei Feno Grego, me entregaram Ginkgo Biloba e peço ENCARECIDAMENTE que realizem a troca na minha residência.
Obrigada!",1,negativo
52130,"produto OK, pena nao ter chegado antes.",4,positivo
52133,Precisa melhorar a embalagem. 2 panelas vieram arranhadas como se tivessem forcado pra caber na caixa. ,4,positivo
52136,Muito bom. ,4,positivo
52142,"Não recebi o produto que comprei, quero ver agora como vai ser pra trocar!!!",1,negativo
52143,"Amei....perfeito, igual ao site, cores, desenho.",5,positivo
52146,Ótimo ,5,positivo
52148,"A loja ofertou o produto por um preço abaixo do mercado.Depois que realizei a compra, a loja liga cancelando a compra.
Não cumpriu o valor da oferta que anunciou.

",1,negativo
52149,Bom,4,positivo
52151,Tudo ok!,4,positivo
52152,Péssimo! Compro pela internet e nunca tinha me acontecido isso. Comprei dois ítens e só recebi um. Além disso no anúncio falava ser bivolti e recebi um produto 110V com uma qualidade de 3ª. Revoltada.,1,negativo
52155,"ENTREGA ANTES DO PRAZO, RÁPIDO E PERFEITA.",5,positivo
52162,A loja compriu com o prazo de entrega no prazo. ok,4,positivo
52163,"Boa noite, informo que nao recebi o item barra fixa e paralela mista crossfit musculacao pull up bar. Qual o motivo ??? Ainda vai ser entregue ???",2,negativo
52164,Bom produto,4,positivo
52168,Produto ótimo e entregue dentro do prazo previsto ,5,positivo
52170,"O produto chegou corretamente, do jeito que encomendei. ",5,positivo
52171,"Foi entregue no prazo, recomendo sim ",5,positivo
52172,Bom produto recomendo chegou certinho.,5,positivo
52174,NÃO ENTREGARAM O PRODUTO TODO.,2,negativo
52176,tudo ok,5,positivo
52180,Passou do prazo dado e ainda estou aguardando pela minha mercadoria ... ,1,negativo
52181,Recebi tudo certinho,5,positivo
52184,Tudo ótimo ,5,positivo
52185,"O produto estava com a medida de 1,0m porém tem 90cm.",4,positivo
52187,"Muito bom!
Me deram um pra de entrega de 17 a 19 dias úteis com prazo máximo de entrega até 13/07.
Com tudo recebi o produto em muito menos tempo.
Parabéns 
Recomendo 
",5,positivo
52191,Oi gostaria de que se até segunda dia 19 o produto não vier vou entrar em contato com o Banco pra vc devolverem as 2 parcelas pagas e suspender as restantes. Aguardo retorno ,1,negativo
52193,produto muito bom,4,positivo
52194,Minha encomenda deu um probleminha e com a ajuda do vendedor que fora do horário comercial me ajudou a resolver ,5,positivo
52198,Recebi o produto.Obrigado.,5,positivo
52201,Muito lindo! Nota 10.,5,positivo
52204,Entrega rápida e produto de qualidade ,5,positivo
52205,"Comprei duas cortinas , porém só chegou uma , quero saber o que aconteceu , entro no site da lannister e só diz atrazo no envio dessa mercadoria porém da como pedido entregue! Mentira !",1,negativo
52209,"Gostei do produto, chegou antes do prazo. Só não sei 5 estrelas por que veio com um pequeno defeito na parte superior da carteira, mas que não afeta o uso.",4,positivo
52210,Chegou no praso produto bom,5,positivo
52213,"A capa é ótima, mas a película não cobre toda a tela.",4,positivo
52223,"Não recebi os 02 travesseiros que comprei, paguei por 02, porém só recebi 01 unidade do produto.

Quero o segundo travesseiro ou o meu dinheiro de volta.",2,negativo
52224,Gostei Bastante ,5,positivo
52225,O produto veio apenas com alguns arranhados.,4,positivo
52227, Produto ótimo. Chegou com tres dias. Parabéns,5,positivo
52228,Aguardo contato de vocês acerca do produto que ainda não foi entregue!,1,negativo
52230,O pedido foi entregue bem antes do prazo limite estimado. Muito satisfeita.,5,positivo
52231,"Produto ainda nao foi entregue e consta para retirada nos correios, no Paraná. Uma vez que moro em São Paulo, capital, fico me perguntando como farei essa proeza! 
Preciso duma posição urgente!",1,negativo
52232,Não recebi o produto.,1,negativo
52233,Como sempre tudo perfeito. Parabéns,5,positivo
52235,muito satisfeito nota 10,5,positivo
52236,Produto de qualidade e com prazo de entrega conforme o combinando.,5,positivo
52240,Já cancelei essa compra. Não sei porque estão insistindo com essa entrega. ,1,negativo
52241,"Muito bom , recebimento bem antes do prazo!",5,positivo
52243,recebi antes do prazo e o produto superou minhas expectativas ,5,positivo
52244,"O produto é bom, mas solta muito pelo. já lavei duas vezes e os pelos não param de soltar. Suja o quarto e a casa toda enche de pelos do cobertor. ",4,positivo
52246,"Muito bom o produto é chegou rápido, recomendo!",5,positivo
52250,Chegou certinho.,5,positivo
52251,"chegou td perfeito porem com datas diferentes, estou satisfeita com o produto.",5,positivo
52252,"RECEBI E-MAIL DE CONFIRMAÇÃO DE UM PRODUTO QUE AINDA NÃO FOI ENTREGUE. DAS VÁRIAS COMPRAS RECENTES QUE FIZ COM A stark, ESTE É O UNICO PRODUTO QUE AINDA NÃO FOI ENTREGUE. ",1,negativo
52255,bom atendimento,4,positivo
52256,"Chegou dentro do prazo determinado. 
Não usei o produto ainda, para avaliá-lo.",4,positivo
52258,Produto ainda não foi entregue,1,negativo
